"","Season","School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"854",2005,"Arkansas State","Sun Belt (East)","16","13","76.1","72.3","3.79","-1.86","3.37","-4.54","-1.17"
"855",2005,"Loyola Marymount","WCC","11","17","67.8","70.6","-2.75","2.87","-1.37","0.20","-1.17"
"856",2005,"Georgia","SEC (East)","8","20","60.1","67.8","-7.68","6.46","-5.71","4.50","-1.22"
"857",2005,"Chattanooga","Southern (North)","20","11","72.7","65.6","7.06","-3.59","-2.10","0.73","-1.37"
"858",2005,"North Carolina-Wilmington","CAA","19","10","65.0","63.4","1.59","-3.13","-5.70","4.16","-1.55"
"859",2005,"Northwestern State","Southland","21","12","74.7","70.2","4.52","-2.47","1.53","-3.20","-1.67"
"860",2005,"Loyola (IL)","Horizon","13","17","67.3","69.4","-2.10","0.99","-1.00","-0.70","-1.70"
"861",2005,"Fordham","A-10 (East)","13","16","63.1","64.5","-1.45","-0.34","-4.09","2.30","-1.79"
"862",2005,"Penn State","Big Ten","7","23","63.4","70.7","-7.27","7.31","-1.32","-0.54","-1.86"
"863",2005,"Rider","MAAC","19","11","74.9","71.9","3.03","-4.33","2.08","-3.99","-1.91"
"864",2005,"Green Bay","Horizon","17","11","67.3","68.8","-1.57","-0.09","-0.10","-1.85","-1.95"
"865",2005,"Sam Houston State","Southland","18","12","73.7","67.3","6.40","-3.87","-0.72","-1.42","-2.14"
"866",2005,"Fairfield","MAAC","15","15","68.0","67.0","1.03","-3.23","-3.95","1.76","-2.19"
"867",2005,"Lamar","Southland","18","11","80.6","74.7","5.90","-4.39","6.73","-8.92","-2.19"
"868",2005,"Georgia Southern","Southern (South)","18","13","80.8","75.2","5.65","-5.32","7.98","-10.31","-2.32"
"869",2005,"Eastern Michigan","MAC (West)","12","18","72.6","73.5","-0.87","0.78","4.77","-7.13","-2.37"
"870",2005,"East Carolina","CUSA","9","19","64.0","69.1","-5.04","5.70","-3.80","1.19","-2.61"
"871",2005,"Albany (NY)","AEC","13","15","67.4","64.7","2.68","-5.31","-1.53","-1.10","-2.63"
"872",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"873",2005,"Oakland","Mid-Cont","13","19","70.9","73.5","-2.59","0.86","1.82","-4.48","-2.66"
"874",2005,"Eastern Kentucky","OVC","22","9","72.8","67.0","5.74","-5.18","-1.55","-1.13","-2.68"
"875",2005,"Baylor","Big 12","9","19","66.5","71.7","-5.18","4.10","-0.95","-1.84","-2.79"
"876",2005,"UC-Irvine","Big West","16","13","68.7","67.7","1.00","-1.80","-2.37","-0.43","-2.80"
"877",2005,"Tennessee Tech","OVC","18","11","74.1","68.8","5.31","-5.01","0.49","-3.34","-2.86"
"878",2005,"Saint Peter's","MAAC","15","13","78.6","77.3","1.32","-4.26","6.41","-9.35","-2.94"
"879",2005,"Boise State","WAC","16","18","70.4","74.2","-3.85","0.61","3.95","-6.90","-2.96"
"880",2005,"Southeast Missouri State","OVC","15","14","70.4","68.0","2.41","-3.78","-2.12","-0.90","-3.02"
"881",2005,"Iona","MAAC","15","16","71.6","71.3","0.32","-3.43","-1.06","-2.05","-3.11"
"882",2005,"American","Patriot","16","12","67.2","66.1","1.11","-4.30","-3.04","-0.15","-3.19"
"883",2005,"New Orleans","Sun Belt (West)","13","17","66.7","69.3","-2.57","0.10","-2.85","-0.36","-3.21"
"884",2005,"Valparaiso","Mid-Cont","15","16","70.3","73.1","-2.81","-0.19","0.53","-3.86","-3.33"
"885",2005,"Missouri-Kansas City","Mid-Cont","16","12","73.6","72.3","1.32","-2.68","1.18","-4.53","-3.35"
"886",2005,"Marshall","MAC (East)","6","22","66.8","73.9","-7.11","3.61","-1.28","-2.22","-3.50"
"887",2005,"Montana","Big Sky","18","13","69.4","68.8","0.65","-3.49","-1.44","-2.20","-3.63"
"888",2005,"Appalachian State","Southern (North)","18","12","73.1","69.0","4.07","-4.04","-0.91","-2.85","-3.76"
"889",2005,"Austin Peay","OVC","13","19","65.3","67.1","-1.78","-1.97","-4.61","0.86","-3.76"
"890",2005,"Florida International","Sun Belt (East)","13","17","67.6","71.2","-3.60","0.34","-2.15","-1.76","-3.90"
"891",2005,"Furman","Southern (South)","16","13","73.1","65.6","7.48","-3.72","-4.49","0.53","-3.96"
"892",2005,"Fairleigh Dickinson","NEC","20","13","73.7","70.0","3.70","-6.91","1.19","-5.32","-4.13"
"893",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"894",2005,"UC-Santa Barbara","Big West","11","18","59.2","62.9","-3.62","-0.40","-10.28","6.14","-4.14"
"895",2005,"North Texas","Sun Belt (West)","14","14","74.0","73.7","0.29","-0.99","2.28","-6.54","-4.26"
"896",2005,"Texas-San Antonio","Southland","15","13","75.9","73.8","2.11","-3.93","3.85","-8.22","-4.37"
"897",2005,"La Salle","A-10 (West)","10","19","62.7","68.2","-5.55","1.16","-4.91","0.51","-4.39"
"898",2005,"Binghamton","AEC","12","17","61.5","63.4","-1.90","-2.57","-7.43","2.96","-4.46"
"899",2005,"Tennessee State","OVC","14","17","75.4","78.1","-2.68","-1.25","5.04","-9.55","-4.50"
"900",2005,"Portland State","Big Sky","19","9","73.1","68.6","4.50","-8.19","-0.72","-3.89","-4.61"
"901",2005,"Cleveland State","Horizon","9","17","68.2","72.0","-3.85","0.52","-0.70","-4.01","-4.70"
"902",2005,"Southern Mississippi","CUSA","11","17","67.8","70.8","-3.00","1.52","-1.43","-3.38","-4.80"
"903",2005,"Central Florida","A-Sun","24","9","69.8","65.2","4.61","-7.78","-6.35","1.44","-4.91"
"904",2005,"Samford","OVC","15","13","64.4","62.1","2.29","-5.42","-7.88","2.89","-5.00"
"905",2005,"South Carolina State","MEAC","19","12","67.3","61.4","5.90","-10.93","-5.26","0.24","-5.03"
"906",2005,"Yale","Ivy","11","16","67.8","70.4","-2.63","-2.82","-1.55","-3.90","-5.45"
"907",2005,"Delaware","CAA","11","20","65.1","68.3","-3.19","-2.47","-4.33","-1.34","-5.66"
"908",2005,"Rhode Island","A-10 (East)","6","22","57.9","64.1","-6.21","0.52","-8.86","3.17","-5.69"
"909",2005,"Western Illinois","Mid-Cont","11","17","67.1","68.6","-1.50","-1.58","-4.30","-1.48","-5.78"
"910",2005,"South Alabama","Sun Belt (West)","10","18","62.3","66.0","-3.75","0.09","-8.41","2.54","-5.87"
"911",2005,"Gardner-Webb","A-Sun","18","12","72.4","68.5","3.90","-8.10","-3.13","-2.76","-5.88"
"912",2005,"Long Beach State","Big West","10","20","60.7","66.3","-5.67","-0.13","-8.60","2.40","-6.20"
"913",2005,"Wofford","Southern (South)","14","14","72.9","70.0","2.82","-3.76","-0.46","-5.96","-6.42"
"914",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"915",2005,"Monmouth","NEC","16","13","63.6","63.2","0.45","-7.03","-8.85","2.27","-6.58"
"916",2005,"Duquesne","A-10 (West)","8","22","67.1","74.6","-7.50","0.90","-0.40","-6.20","-6.60"
"917",2005,"Northern Arizona","Big Sky","11","17","76.4","75.5","0.89","-5.38","3.85","-10.47","-6.62"
"918",2005,"Delaware State","MEAC","19","14","61.9","61.7","0.21","-6.89","-9.38","2.71","-6.68"
"919",2005,"Harvard","Ivy","12","15","67.1","69.4","-2.26","-4.47","-1.31","-5.43","-6.73"
"920",2005,"Lehigh","Patriot","14","15","61.5","60.6","0.93","-6.77","-9.18","2.45","-6.73"
"921",2005,"Montana State","Big Sky","14","14","67.6","67.4","0.18","-4.77","-4.00","-2.73","-6.73"
"922",2005,"Tulane","CUSA","10","18","66.6","72.8","-6.25","0.55","-1.63","-5.15","-6.78"
"923",2005,"Idaho","Big West","8","22","61.9","66.0","-4.10","-1.54","-7.73","0.79","-6.94"
"924",2005,"Marist","MAAC","11","17","70.0","72.8","-2.71","-4.30","-2.41","-4.61","-7.02"
"925",2005,"Maine","AEC","14","15","63.6","65.0","-1.45","-4.21","-6.51","-0.53","-7.04"
"926",2005,"Belmont","A-Sun","14","16","70.3","70.0","0.23","-7.32","-3.57","-3.51","-7.08"
"927",2005,"North Carolina-Greensboro","Southern (North)","18","12","72.3","72.9","-0.53","-2.97","-1.51","-5.72","-7.23"
"928",2005,"Birmingham-Southern","Big South","16","14","65.8","63.1","2.70","-8.24","-8.59","1.35","-7.24"
"929",2005,"Brown","Ivy","12","16","66.0","67.8","-1.75","-5.54","-2.58","-4.71","-7.29"
"930",2005,"Central Michigan","MAC (West)","10","18","66.3","75.1","-8.82","2.92","-2.04","-5.31","-7.35"
"931",2005,"Chicago State","Mid-Cont","9","19","64.6","70.7","-6.14","-1.29","-5.37","-2.07","-7.44"
"932",2005,"Weber State","Big Sky","14","16","65.2","66.7","-1.43","-5.62","-5.50","-2.08","-7.58"
"933",2005,"Cornell","Ivy","13","14","64.2","66.2","-2.04","-5.46","-5.88","-1.77","-7.65"
"934",2005,"High Point","Big South","13","18","74.5","71.2","3.35","-7.39","2.17","-9.85","-7.69"
"935",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"936",2005,"San Jose State","WAC","6","23","61.0","71.1","-10.10","2.41","-7.70","0.00","-7.69"
"937",2005,"Eastern Illinois","OVC","12","16","68.4","72.0","-3.64","-3.08","-2.56","-5.19","-7.75"
"938",2005,"Georgia State","A-Sun","14","15","70.7","72.3","-1.66","-5.66","-3.14","-4.95","-8.08"
"939",2005,"Central Connecticut State","NEC","12","16","68.5","69.6","-1.04","-7.23","-4.74","-3.53","-8.26"
"940",2005,"McNeese State","Southland","13","15","74.6","73.9","0.71","-4.28","2.08","-10.49","-8.40"
"941",2005,"Coppin State","MEAC","14","15","60.9","63.2","-2.34","-6.16","-9.65","1.14","-8.51"
"942",2005,"UC-Riverside","Big West","9","19","62.3","67.0","-4.68","-1.27","-8.49","-0.02","-8.51"
"943",2005,"Mercer","A-Sun","16","12","80.1","77.6","2.46","-9.77","4.99","-13.52","-8.54"
"944",2005,"Columbia","Ivy","12","15","64.2","65.7","-1.44","-6.56","-7.00","-1.56","-8.56"
"945",2005,"Stony Brook","AEC","12","17","61.8","65.8","-3.93","-4.66","-7.11","-1.49","-8.59"
"946",2005,"Eastern Washington","Big Sky","8","20","62.0","67.6","-5.61","-2.35","-10.57","1.96","-8.61"
"947",2005,"Colgate","Patriot","12","16","66.0","68.0","-2.00","-4.97","-5.62","-3.00","-8.62"
"948",2005,"St. Francis (NY)","NEC","13","15","70.0","70.1","-0.11","-8.66","-2.42","-6.35","-8.77"
"949",2005,"Canisius","MAAC","11","18","72.0","76.3","-4.28","-4.52","-0.58","-8.21","-8.79"
"950",2005,"Florida Atlantic","A-Sun","10","17","76.8","78.7","-1.89","-7.13","3.72","-12.74","-9.02"
"951",2005,"New Mexico State","Sun Belt (West)","6","24","67.5","75.5","-8.03","0.75","-2.29","-6.86","-9.15"
"952",2005,"Hampton","MEAC","17","13","65.8","64.0","1.77","-10.96","-7.39","-1.81","-9.20"
"953",2005,"Texas-Rio Grande Valley","Ind","12","16","68.4","71.8","-3.36","-1.61","-2.44","-6.77","-9.21"
"954",2005,"Southern Utah","Mid-Cont","13","15","69.8","73.1","-3.32","-4.07","-1.98","-7.37","-9.34"
"955",2005,"Texas-Arlington","Southland","13","15","70.5","73.3","-2.86","-4.24","-3.58","-5.79","-9.37"
"956",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"957",2005,"Saint Francis (PA)","NEC","15","13","69.5","70.5","-1.00","-7.55","-3.13","-6.42","-9.55"
"958",2005,"Texas State","Southland","14","14","68.4","69.1","-0.79","-5.52","-6.62","-3.13","-9.75"
"959",2005,"East Tennessee State","Southern (North)","10","19","76.8","78.7","-1.90","-3.30","4.26","-14.06","-9.80"
"960",2005,"Wagner","NEC","13","17","62.1","65.0","-2.93","-6.94","-10.34","0.46","-9.87"
"961",2005,"Robert Morris","NEC","14","15","69.6","70.2","-0.59","-7.13","-3.25","-6.63","-9.88"
"962",2005,"New Hampshire","AEC","9","19","64.9","69.5","-4.68","-3.95","-4.74","-5.32","-10.06"
"963",2005,"Stephen F. Austin","Southland","12","15","64.9","62.1","2.78","-7.54","-11.78","1.63","-10.15"
"964",2005,"Troy","A-Sun","12","18","74.8","77.5","-2.67","-6.42","1.55","-12.35","-10.80"
"965",2005,"Mississippi Valley State","SWAC","13","15","67.0","65.9","1.07","-11.95","-6.57","-4.30","-10.87"
"966",2005,"Elon","Southern (North)","8","23","60.3","67.4","-7.16","-2.79","-11.89","0.97","-10.93"
"967",2005,"North Carolina-Asheville","Big South","11","17","71.2","75.6","-4.43","-4.37","-0.88","-10.14","-11.02"
"968",2005,"Dartmouth","Ivy","10","17","58.1","64.4","-6.37","-4.12","-12.90","1.70","-11.20"
"969",2005,"Norfolk State","MEAC","13","14","62.1","61.7","0.44","-11.71","-11.48","0.21","-11.27"
"970",2005,"Sacramento State","Big Sky","12","16","69.1","72.9","-3.79","-5.08","-2.20","-9.13","-11.33"
"971",2005,"Siena","MAAC","6","24","64.1","73.0","-8.93","-2.47","-7.33","-4.07","-11.40"
"972",2005,"Towson","CAA","5","24","62.2","70.2","-8.00","-3.43","-7.24","-4.19","-11.43"
"973",2005,"IPFW","Ind","7","22","61.7","70.6","-8.86","-1.78","-7.53","-4.05","-11.58"
"974",2005,"Lafayette","Patriot","9","19","67.1","74.9","-7.82","-2.91","-1.52","-10.13","-11.65"
"975",2005,"Maryland-Baltimore County","AEC","11","18","61.3","66.3","-5.07","-5.48","-10.01","-1.65","-11.66"
"976",2005,"Coastal Carolina","Big South","10","19","68.1","71.3","-3.17","-6.63","-3.32","-8.57","-11.90"
"977",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"978",2005,"Alabama A&M","SWAC","18","14","69.7","67.8","1.88","-12.86","-3.78","-8.18","-11.96"
"979",2005,"William & Mary","CAA","8","21","64.8","73.4","-8.59","-2.13","-5.24","-6.85","-12.10"
"980",2005,"Lipscomb","A-Sun","16","12","69.3","69.1","0.11","-10.49","-8.63","-3.48","-12.11"
"981",2005,"Long Island University","NEC","14","15","67.4","71.3","-3.90","-7.92","-5.58","-6.73","-12.31"
"982",2005,"Navy","Patriot","9","19","69.7","74.4","-4.75","-7.08","0.05","-12.36","-12.31"
"983",2005,"Charleston Southern","Big South","13","17","58.7","63.8","-5.03","-6.53","-14.59","2.10","-12.49"
"984",2005,"Cal Poly","Big West","5","22","67.9","79.5","-11.59","-0.55","0.96","-13.72","-12.76"
"985",2005,"Liberty","Big South","13","15","67.9","74.4","-6.43","-6.01","-3.86","-8.96","-12.82"
"986",2005,"Jacksonville State","OVC","7","22","69.4","75.1","-5.69","-4.93","-3.51","-9.34","-12.85"
"987",2005,"Western Carolina","Southern (North)","8","22","69.8","75.3","-5.50","-2.54","-4.42","-8.49","-12.91"
"988",2005,"Radford","Big South","12","16","69.4","71.8","-2.43","-7.81","-5.40","-7.54","-12.94"
"989",2005,"Stetson","A-Sun","10","17","66.3","72.4","-6.04","-6.23","-6.73","-6.23","-12.96"
"990",2005,"Morgan State","MEAC","14","16","65.4","67.6","-2.23","-10.92","-7.47","-5.69","-13.15"
"991",2005,"Louisiana-Monroe","Southland","8","19","64.9","70.2","-5.33","-4.81","-7.88","-5.64","-13.52"
"992",2005,"Citadel","Southern (South)","12","16","66.7","69.8","-3.04","-6.65","-8.28","-5.70","-13.98"
"993",2005,"Jacksonville","A-Sun","16","13","70.7","74.4","-3.79","-9.50","-4.34","-9.65","-13.98"
"994",2005,"Loyola (MD)","MAAC","6","22","65.9","75.5","-9.61","-4.41","-6.23","-7.78","-14.01"
"995",2005,"Morehead State","OVC","11","16","63.2","69.8","-6.63","-4.54","-9.20","-5.18","-14.37"
"996",2005,"James Madison","CAA","6","22","60.5","72.2","-11.68","-2.22","-9.36","-5.05","-14.41"
"997",2005,"Youngstown State","Horizon","5","23","60.0","71.6","-11.57","-0.72","-9.01","-5.41","-14.41"
"998",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"999",2005,"Quinnipiac","NEC","10","17","74.9","78.9","-4.07","-7.47","0.68","-15.23","-14.55"
"1000",2005,"Idaho State","Big Sky","9","18","65.8","70.1","-4.33","-5.89","-9.00","-5.85","-14.85"
"1001",2005,"Alabama State","SWAC","15","15","58.0","61.3","-3.33","-11.66","-15.67","0.67","-14.99"
"1002",2005,"Florida A&M","MEAC","14","15","68.0","73.8","-5.83","-9.24","-3.98","-11.08","-15.06"
"1003",2005,"Hartford","AEC","8","20","59.5","69.8","-10.32","-4.23","-9.99","-5.13","-15.12"
"1004",2005,"Tennessee-Martin","OVC","6","21","67.2","76.5","-9.33","-3.38","-5.01","-10.30","-15.30"
"1005",2005,"Southern","SWAC","14","15","64.7","65.8","-1.10","-13.38","-9.85","-5.68","-15.53"
"1006",2005,"Jackson State","SWAC","15","17","64.3","68.6","-4.31","-10.75","-9.12","-6.50","-15.63"
"1007",2005,"St. Bonaventure","A-10 (East)","2","26","61.4","77.4","-16.07","0.38","-5.72","-9.97","-15.69"
"1008",2005,"Mount St. Mary's","NEC","7","20","65.4","71.7","-6.33","-8.24","-9.05","-6.65","-15.70"
"1009",2005,"Bethune-Cookman","MEAC","13","17","64.4","68.6","-4.20","-11.67","-8.87","-7.00","-15.87"
"1010",2005,"Nicholls State","Southland","6","21","71.7","78.5","-6.78","-5.64","-1.54","-15.14","-16.68"
"1011",2005,"Sacred Heart","NEC","4","23","65.0","74.4","-9.37","-7.37","-7.83","-8.90","-16.74"
"1012",2005,"Centenary (LA)","Mid-Cont","3","24","64.2","77.9","-13.67","-1.84","-7.38","-9.39","-16.77"
"1013",2005,"Texas Southern","SWAC","11","15","65.8","68.7","-2.85","-13.23","-8.34","-8.45","-16.79"
"1014",2005,"North Carolina A&T","MEAC","6","24","64.5","74.0","-9.43","-7.67","-7.58","-9.53","-17.11"
"1015",2005,"Grambling","SWAC","14","12","66.6","69.5","-2.85","-12.75","-6.62","-10.50","-17.12"
"1016",2005,"Virginia Military Institute","Big South","9","18","64.7","70.1","-5.37","-8.15","-8.92","-8.28","-17.19"
"1017",2005,"Army","Patriot","3","24","55.9","67.9","-11.93","-5.39","-15.97","-4.31","-20.27"
"1018",2005,"Howard","MEAC","5","23","64.0","73.8","-9.75","-9.83","-9.03","-11.46","-20.49"
"1019",2005,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"1020",2005,"Arkansas-Pine Bluff","SWAC","7","21","59.1","67.8","-8.71","-10.29","-14.34","-6.38","-20.71"
"1021",2005,"Campbell","A-Sun","2","25","62.3","76.5","-14.22","-6.58","-11.00","-9.80","-20.80"
"1022",2005,"Alcorn State","SWAC","7","22","57.8","69.5","-11.69","-11.31","-16.09","-7.51","-23.59"
"1023",2005,"Prairie View","SWAC","5","23","56.9","71.8","-14.86","-9.88","-15.52","-9.22","-24.74"
"1024",2005,"Savannah State","Ind","0","28","58.0","81.2","-23.25","-7.93","-15.22","-15.96","-31.18"
"1025",2005,"Maryland-Eastern Shore","MEAC","2","26","56.5","79.5","-23.07","-10.03","-16.06","-17.05","-33.10"
"1026",2006,"Texas","Big 12","30","7","75.2","60.3","14.89","6.99","10.42","11.47","21.89"
"1027",2006,"Duke","ACC","32","4","81.1","68.1","13.00","8.77","16.73","5.04","21.77"
"1028",2006,"Connecticut","Big East","30","4","81.8","67.1","14.65","6.57","16.43","4.79","21.22"
"1029",2006,"Florida","SEC (East)","33","6","78.3","63.5","14.72","5.49","12.24","7.97","20.21"
"1030",2006,"Kansas","Big 12","25","8","75.2","61.3","13.82","7.60","9.07","10.95","20.02"
"1031",2006,"Villanova","Big East","28","5","74.2","63.8","10.36","9.23","10.60","8.91","19.51"
"1032",2006,"Memphis","CUSA","33","4","80.0","65.5","14.57","4.24","13.92","4.89","18.81"
"1033",2006,"North Carolina","ACC","23","8","79.4","68.6","10.71","7.77","14.58","3.90","18.48"
"1034",2006,"Washington","Pac-10","26","7","82.0","69.9","12.12","5.96","18.11","-0.03","18.08"
"1035",2006,"Louisiana State","SEC (West)","27","9","73.1","63.9","9.28","8.77","8.79","8.75","17.54"
"1036",2006,"UCLA","Pac-10","32","7","67.7","58.7","9.08","8.27","3.19","14.15","17.34"
"1037",2006,"Illinois","Big Ten","26","7","70.0","58.7","11.33","6.29","4.60","12.59","17.20"
"1038",2006,"Pittsburgh","Big East","25","8","72.5","63.1","9.36","7.01","6.76","9.61","16.37"
"1039",2006,"Ohio State","Big Ten","26","6","73.8","63.7","10.19","5.90","8.75","7.34","16.08"
"1040",2006,"Arizona","Pac-10","20","13","73.7","68.7","5.03","10.09","10.51","4.61","15.12"
"1041",2006,"Arkansas","SEC (West)","22","10","73.7","64.9","8.84","6.17","7.91","7.10","15.01"
"1042",2006,"Tennessee","SEC (East)","22","8","80.4","73.5","6.97","7.76","15.85","-1.12","14.73"
"1043",2006,"West Virginia","Big East","22","11","70.7","63.4","7.30","8.54","6.45","8.05","14.51"
"1044",2006,"Iowa","Big Ten","25","9","66.3","58.9","7.38","6.80","0.84","13.34","14.18"
"1045",2006,"Georgetown","Big East","23","10","66.0","58.9","7.06","6.92","0.97","13.00","13.98"
"1046",2006,"School","Conf","W","L","Pts","Opp","MOV","SOS","OSRS","DSRS","SRS"
"1047",2006,"Boston College","ACC","28","8","74.2","66.2","8.00","6.10","7.52","6.27","13.79"
"1048",2006,"South Carolina","SEC (East)","23","15","67.8","62.6","5.16","8.14","2.72","10.59","13.30"
"1049",2006,"Texas A&M","Big 12","22","9","68.7","60.3","8.42","4.77","2.29","10.90","13.19"
"1050",2006,"Wisconsin","Big Ten","19","12","71.1","65.6","5.48","7.24","7.77","5.37","13.14"
"1051",2006,"Kentucky","SEC (East)","22","13","70.8","66.2","4.60","8.88","6.35","6.77","13.12"
"1052",2006,"Missouri State","MVC","22","9","74.2","66.4","7.81","5.19","9.46","3.53","12.99"
"1053",2006,"Cincinnati","Big East","21","13","74.4","69.4","5.03","8.41","10.79","2.17","12.95"
"1054",2006,"North Carolina State","ACC","22","10","74.5","67.4","7.06","5.63","7.62","5.08","12.70"
"1055",2006,"Florida State","ACC","20","10","76.7","69.2","7.50","4.86","9.55","2.81","12.36"
"1056",2006,"Notre Dame","Big East","16","14","76.4","70.7","5.67","6.68","10.85","1.49","12.35"
"1057",2006,"Gonzaga","WCC","29","4","80.1","72.8","7.30","5.02","13.46","-1.14","12.32"
"1058",2006,"University of California","Pac-10","20","11","68.6","64.5","4.13","8.84","4.05","8.25","12.31"
"1059",2006,"Michigan State","Big Ten","22","12","74.1","68.6","5.47","7.27","9.98","2.26","12.24"
